titulo,titulo_normalizado,categoria_estimada,energia_kcal_100g,proteinas_100g,hidratos_100g,grasas_100g,grasas_saturadas_100g,azucares_100g,fibra_100g,sal_100g,energia_calculada_kcal,energia_error_pct,energia_consistente,densidad_proteica_kcal,densidad_carbohidrato_kcal,densidad_grasa_kcal,energy_source,data_quality
Queso fresco tronchón mezcla Hacendado,queso fresco tronchón mezcla hacendado,proteinas,283,19.1,1.6,22.2,15,1.6,,0.68,282.6,0.001415,True,0.067491,0.005654,0.078445,original,ok
Queso fundido con palitos La vaca que ríe,queso fundido con palitos la vaca que ríe,otros,263,10.6,25.4,13.1,7.43,5.43,1.14,2.81,261.9,0.0042,True,0.040304,0.096578,0.04981,original,ok
Queso gorgonzola de vaca Hacendado,queso gorgonzola de vaca hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso grana padano Hacendado en escamas,queso grana padano hacendado en escamas,otros,398,33,0,29,18,0,0,1.5,393,0.012723,True,0.082915,0,0.072864,original,ok
Queso grana padano Zanetti,queso grana padano zanetti,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso lonchas cheddar de vaca Hacendado,queso lonchas cheddar de vaca hacendado,otros,415,25,0,35,21,,,4.5,415,0,True,0.060241,0,0.084337,original,ok
Queso lonchas cremoso de vaca Hacendado,queso lonchas cremoso de vaca hacendado,otros,1580,76,5.2,140,100,2,0,0,1584.8,0.003029,True,0.048101,0.003291,0.088608,original,suspicious_values
Queso lonchas cremoso light de vaca Hacendado,queso lonchas cremoso light de vaca hacendado,otros,267,27,1.6,17,12,1.2,0,0.0115,267.4,0.001496,True,0.101124,0.005993,0.06367,original,ok
Queso lonchas de cabra Hacendado,queso lonchas de cabra hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso lonchas de oveja Entrepinares,queso lonchas de oveja entrepinares,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso lonchas edam de vaca Holland Corona,queso lonchas edam de vaca holland corona,otros,321,25.4,0,24,17,,,1.8675,317.6,0.010705,True,0.079128,0,0.074766,original,ok
Queso lonchas emmental de vaca Hacendado,queso lonchas emmental de vaca hacendado,otros,369,27,0.5,29,21,0.5,,0.83,371,0.005391,True,0.073171,0.001355,0.078591,original,ok
Queso lonchas fundido burger mezcla Hacendado,queso lonchas fundido burger mezcla hacendado,otros,240,12.4,12.2,15.7,11,5.3,,3.345,239.7,0.001252,True,0.051667,0.050833,0.065417,original,ok
Queso lonchas fundido suave mezcla Hacendado,queso lonchas fundido suave mezcla hacendado,otros,231,10.5,13.5,15,11.1,5.8,,0.725,231,0,True,0.045455,0.058442,0.064935,original,ok
Queso lonchas fundido sándwich mezcla Hacendado,queso lonchas fundido sándwich mezcla hacendado,otros,288,17,9.9,20,14,1.6,,2.655,287.6,0.001391,True,0.059028,0.034375,0.069444,original,ok
Queso lonchas gouda de vaca Hacendado,queso lonchas gouda de vaca hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso lonchas mozzarella de vaca Hacendado,queso lonchas mozzarella de vaca hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso lonchas semicurado mezcla Entrepinares,queso lonchas semicurado mezcla entrepinares,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso lonchas sin lactosa de vaca Hacendado,queso lonchas sin lactosa de vaca hacendado,otros,357,24,0.1,29,19,,,0.0045,357.4,0.001119,True,0.067227,0.00028,0.081232,original,ok
Queso lonchas tierno de vaca Entrepinares,queso lonchas tierno de vaca entrepinares,otros,364,21,0.5,31,22,0.5,,1.18,365,0.00274,True,0.057692,0.001374,0.085165,original,ok
Queso lonchas tierno mezcla Entrepinares,queso lonchas tierno mezcla entrepinares,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso precortado de cabra Hacendado,queso precortado de cabra hacendado,otros,270,14,1.7,23,16,1.7,,1.2775,269.8,0.000741,True,0.051852,0.006296,0.085185,original,ok
Queso provolone de vaca Hacendado,queso provolone de vaca hacendado,otros,365,24,2,29,20,2,,,365,0,True,0.065753,0.005479,0.079452,original,ok
Queso raclette ahumada de vaca Richesmonts,queso raclette ahumada de vaca richesmonts,otros,328,23,0,26,18,,,,326,0.006135,True,0.070122,0,0.079268,original,ok
Queso rallado 4 quesos Hacendado,queso rallado 4 quesos hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso rallado emmental gratinar Hacendado,queso rallado emmental gratinar hacendado,otros,369,27,0.5,29,19,0.5,,0.6875,371,0.005391,True,0.073171,0.001355,0.078591,original,ok
Queso rallado especial fundir mezcla Hacendado,queso rallado especial fundir mezcla hacendado,otros,284,19,7,20,13,0.5,,1.5,284,0,True,0.066901,0.024648,0.070423,original,ok
Queso rallado especial fundir mezcla Hacendado,queso rallado especial fundir mezcla hacendado,otros,284,19,7,20,13,0.5,,1.5,284,0,True,0.066901,0.024648,0.070423,original,ok
Queso rallado mozzarella pizza-Roma de vaca Hacendado,queso rallado mozzarella pizza-roma de vaca hacendado,otros,283,21,2.5,21,13,0.8,,1,283,0,True,0.074205,0.008834,0.074205,original,ok
Queso rallado sin lactosa de vaca Hacendado,queso rallado sin lactosa de vaca hacendado,otros,357,24,0.1,29,19,0.1,,1.77,357.4,0.001119,True,0.067227,0.00028,0.081232,original,ok
Queso ricotta mezcla Hacendado,queso ricotta mezcla hacendado,otros,179,9.7,3.8,14,9.8,2.8,,0.37,180,0.005556,True,0.05419,0.021229,0.078212,original,ok
Queso roquefort  de oveja Hacendado,queso roquefort de oveja hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso rulo con piña y almendra Liptana,queso rulo con piña y almendra liptana,grasas,363,9.2,17,28,18,16,,0.1175,356.8,0.017377,True,0.025344,0.046832,0.077135,original,ok
Queso rulo de cabra Hacendado,queso rulo de cabra hacendado,otros,347,17,4.1,29.2,21.1,0.9,,1.1,347.2,0.000576,True,0.048991,0.011816,0.08415,original,ok
Queso semicurado de cabra Hacendado,queso semicurado de cabra hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso semicurado de oveja Hacendado,queso semicurado de oveja hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso semicurado mezcla Hacendado,queso semicurado mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso semicurado mezcla Hacendado,queso semicurado mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso semicurado mezcla Hacendado,queso semicurado mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso semicurado mezcla Hacendado cortado en cuñitas,queso semicurado mezcla hacendado cortado en cuñitas,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso semicurado sin lactosa mezcla Hacendado,queso semicurado sin lactosa mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno bajo en sal mezcla Hacendado,queso tierno bajo en sal mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno bola edam de vaca Holland Corona,queso tierno bola edam de vaca holland corona,otros,320,25.4,0,24.3,16.7,0,,13,320.3,0.000937,True,0.079375,0,0.075938,original,ok
Queso tierno de cabra Hacendado,queso tierno de cabra hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno de vaca Hacendado cortado en cuñitas,queso tierno de vaca hacendado cortado en cuñitas,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno gouda de vaca Hacendado,queso tierno gouda de vaca hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno maasdam de vaca Holland Corona,queso tierno maasdam de vaca holland corona,otros,354,26.5,0,27,19,0,,1.2,349,0.014327,True,0.074859,0,0.076271,original,ok
Queso tierno mezcla Hacendado,queso tierno mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno mezcla Hacendado,queso tierno mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno mezcla Hacendado cortado en cuñitas,queso tierno mezcla hacendado cortado en cuñitas,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno tronchón mezcla Hacendado,queso tierno tronchón mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso tierno tronchón mezcla Hacendado,queso tierno tronchón mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso untar con queso azul de vaca Hacendado,queso untar con queso azul de vaca hacendado,otros,235,4.9,5.3,21,15,2.2,,1.5,229.8,0.022628,True,0.020851,0.022553,0.089362,original,ok
Queso untar de vaca con finas hierbas Hacendado,queso untar de vaca con finas hierbas hacendado,otros,167,5.9,6.4,13,9.2,5,,1.6,166.2,0.004813,True,0.035329,0.038323,0.077844,original,ok
Queso untar light Philadelphia,queso untar light philadelphia,otros,154,5.9,4.4,12,8.1,4,0.3,1.1,149.2,0.032172,True,0.038312,0.028571,0.077922,original,ok
Queso untar light de vaca Hacendado,queso untar light de vaca hacendado,otros,130,9,4.8,8.3,6,4.8,,0.7475,129.9,0.00077,True,0.069231,0.036923,0.063846,original,ok
Queso untar original Philadelphia,queso untar original philadelphia,otros,249,3.7,2.9,25,16,2.8,0.2,0.00275,251.4,0.009547,True,0.014859,0.011647,0.100402,original,ok
Queso untar sin lactosa de vaca Hacendado,queso untar sin lactosa de vaca hacendado,otros,288,4.1,2.6,29,21,2.6,,0.9,287.8,0.000695,True,0.014236,0.009028,0.100694,original,ok
Queso untar suave de vaca Hacendado,queso untar suave de vaca hacendado,otros,241,4.2,3.7,23,16,2.5,,1,238.6,0.010059,True,0.017427,0.015353,0.095436,original,ok
Queso viejo ahumado de oveja Hacendado,queso viejo ahumado de oveja hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso viejo de oveja Hacendado,queso viejo de oveja hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso viejo de oveja Hacendado,queso viejo de oveja hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso viejo intenso mezcla Hacendado,queso viejo intenso mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso viejo tostado mezcla Hacendado,queso viejo tostado mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Queso viejo tostado mezcla Hacendado,queso viejo tostado mezcla hacendado,otros,890,0,22.2,89,5.6,11.1,0,833.3,889.8,0.000225,True,0,0.024944,0.1,original,ok
Quinoa Hacendado,quinoa hacendado,otros,330.09,14.4,54.6,6.01,0.72,2.09,10.5,0,330.09,0,True,0.043624,0.165409,0.018207,original,ok
Quinoa cocida blanca y roja Sabroz,quinoa cocida blanca y roja sabroz,otros,183.75,5.875,30,3.875,0.625,0.75,3.75,0.5125,178.38,0.030104,True,0.031973,0.163265,0.021088,original,ok
Quinoa cocida blanca y roja Sabroz,quinoa cocida blanca y roja sabroz,otros,183.75,5.875,30,3.875,0.625,0.75,3.75,0.5125,178.38,0.030104,True,0.031973,0.163265,0.021088,original,ok
Rabanitos,rabanitos,otros,33.8,0,9.3,0.4,0,6.8,2.1,0,40.8,0.171569,False,0,0.275148,0.011834,original,ok
Rabas empanadas Hacendado ultracongeladas,rabas empanadas hacendado ultracongeladas,carbohidratos,175,9.7,12.3,9.6,1.3,0,,1.44,174.4,0.00344,True,0.055429,0.070286,0.054857,original,ok
Rabas empanadas Hacendado ultracongeladas,rabas empanadas hacendado ultracongeladas,carbohidratos,175,9.7,12.3,9.6,1.3,0,,1.44,174.4,0.00344,True,0.055429,0.070286,0.054857,original,ok
Rabo de cerdo,rabo de cerdo,otros,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Rama de Tomates,rama de tomates,otros,1403.6,0,357.1,0,,357.1,,0,1428.4,0.017362,True,0,0.254417,0,original,suspicious_values
Reducción bálsamica de vinagre Pedro Ximénez Hacendado,reducción bálsamica de vinagre pedro ximénez hacendado,otros,298,0,74,0,0,42,0,0.2,296,0.006757,True,0,0.248322,0,original,ok
Refresco Berry Lime Hacendado sin gas,refresco berry lime hacendado sin gas,otros,18,0.1,4.3,0,,,,0.01,17.6,0.022727,True,0.005556,0.238889,0,original,ok
Refresco Coca-Cola,refresco coca-cola,otros,42,0,10.6,0,0,10.6,,0,42.4,0.009434,True,0,0.252381,0,original,ok
Refresco Coca-Cola,refresco coca-cola,otros,42,0,10.6,0,,10.6,,0.015,42.4,0.009434,True,0,0.252381,0,original,ok
Refresco Coca-Cola,refresco coca-cola,otros,,,,,,,,,0,,,,,,original,missing_macros
Refresco Coca-Cola,refresco coca-cola,otros,42,0,10.6,0,0,10.6,,0,42.4,0.009434,True,0,0.252381,0,original,ok
Refresco Coca-Cola,refresco coca-cola,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco Coca-Cola,refresco coca-cola,otros,42,0,10.6,0,0,10.6,,0,42.4,0.009434,True,0,0.252381,0,original,ok
Refresco Coca-Cola,refresco coca-cola,otros,,,,,,,,,0,,,,,,original,missing_macros
Refresco Coca-Cola,refresco coca-cola,otros,42,0,10.6,0,0,10.6,,0,42.4,0.009434,True,0,0.252381,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.2,0,0,0,0,0,,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.3,0,0,0,0,0,0,0.03,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.2,0,0,0,0,0,,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.2,0,0,0,0,0,0,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.2,0,0,0,0,0,,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.3,0,0,0,0,0,0,0.03,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.2,0,0,0,0,0,,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero Zero,refresco coca-cola zero zero,otros,0.2,0,0,0,0,0,0,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,0.2,0,0,0,0,0,,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,0.303,0,0,0,,,,0.00909,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,0.2,0,0,0,0,0,,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,0.3,0,0,0,0,0,0,0.01,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,0.3,0,0,0,0,0,0,0.01,0,,,0,0,0,original,ok
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,,0,,,,,,0,0,,,,,,original,missing_macros
Refresco Coca-Cola Zero azúcar,refresco coca-cola zero azúcar,otros,0.2,0,0,0,0,0,,0.02,0,,,0,0,0,original,ok
Refresco Coca-Cola light,refresco coca-cola light,otros,,,,,,,,,0,,,,,,original,missing_macros
Refresco Coca-Cola light,refresco coca-cola light,otros,0.2,0,0,0,0,0,0,0.02,0,,,0,0,0,original,ok
Refresco Fanta limón,refresco fanta limón,otros,19,0,4.4,0,0,4.4,,0.02,17.6,0.079545,True,0,0.231579,0,original,ok
Refresco Fanta limón,refresco fanta limón,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco Fanta limón,refresco fanta limón,otros,19,0,4.5,0,0,4.5,0,0.02,18,0.055556,True,0,0.236842,0,original,ok
Refresco Fanta limón zero azúcares añadidos,refresco fanta limón zero azúcares añadidos,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco Fanta limón zero azúcares añadidos,refresco fanta limón zero azúcares añadidos,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco Fanta naranja,refresco fanta naranja,otros,19,0,4.5,0,0,4.5,,0.02,18,0.055556,True,0,0.236842,0,original,ok
Refresco Fanta naranja,refresco fanta naranja,otros,19,0,4.5,0,0,4.5,0,0.02,18,0.055556,True,0,0.236842,0,original,ok
Refresco Fanta naranja,refresco fanta naranja,otros,,,,,,,,,0,,,,,,original,missing_macros
Refresco Fanta naranja,refresco fanta naranja,otros,19,0,4.5,0,,4.5,,0.02,18,0.055556,True,0,0.236842,0,original,ok
Refresco Fanta naranja zero azúcares añadidos,refresco fanta naranja zero azúcares añadidos,otros,2.8,0,0.4,0,0,0.4,0,0.01,1.6,0.75,False,0,0.142857,0,original,ok
Refresco Fanta naranja zero azúcares añadidos,refresco fanta naranja zero azúcares añadidos,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco Fanta naranja zero azúcares añadidos,refresco fanta naranja zero azúcares añadidos,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco Tropical Hacendado sin gas,refresco tropical hacendado sin gas,otros,18,0.1,3.7,0,0,3.6,,0,15.2,0.184211,False,0.005556,0.205556,0,original,ok
Refresco cola Hacendado,refresco cola hacendado,otros,104,0,26,0,0,25.8,,0.000075,104,0,True,0,0.25,0,original,ok
Refresco cola Hacendado,refresco cola hacendado,otros,42,0,10.4,0,0,10.3,,0.01,41.6,0.009615,True,0,0.247619,0,original,ok
Refresco cola Hacendado,refresco cola hacendado,otros,42,0,10.4,0,0,10.3,,0.02,41.6,0.009615,True,0,0.247619,0,original,ok
Refresco cola Hacendado Zero azúcar,refresco cola hacendado zero azúcar,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar,refresco cola hacendado zero azúcar,otros,0.5,0,0.1,0,0,0,0,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar,refresco cola hacendado zero azúcar,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar Zero cafeína,refresco cola hacendado zero azúcar zero cafeína,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar Zero cafeína,refresco cola hacendado zero azúcar zero cafeína,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar Zero cafeína,refresco cola hacendado zero azúcar zero cafeína,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar Zero cafeína,refresco cola hacendado zero azúcar zero cafeína,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar Zero cafeína,refresco cola hacendado zero azúcar zero cafeína,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco cola Hacendado Zero azúcar Zero cafeína,refresco cola hacendado zero azúcar zero cafeína,otros,0.5,0,0.1,0,0,0,,0.02,0.4,0.25,False,0,0.2,0,original,ok
Refresco de limón Hacendado fresh gas,refresco de limón hacendado fresh gas,otros,32,0,7.5,0,0,7.5,,0.05,30,0.066667,True,0,0.234375,0,original,ok
Refresco de limón Hacendado fresh gas,refresco de limón hacendado fresh gas,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco de limón Hacendado fresh gas,refresco de limón hacendado fresh gas,otros,32,0,7.5,0,0,7.5,,0.05,30,0.066667,True,0,0.234375,0,original,ok
Refresco de limón Hacendado zero azúcar fresh gas,refresco de limón hacendado zero azúcar fresh gas,otros,2.2,0,0,0,0,0,,0.03,0,,,0,0,0,original,ok
Refresco de limón Hacendado zero azúcar fresh gas,refresco de limón hacendado zero azúcar fresh gas,otros,2.2,0,0,0,0,0,0,0.03,0,,,0,0,0,original,ok
Refresco de limón Hacendado zero azúcar fresh gas,refresco de limón hacendado zero azúcar fresh gas,otros,2.2,0,0,0,0,0,,0.03,0,,,0,0,0,original,ok
Refresco de naranja Hacendado fresh gas,refresco de naranja hacendado fresh gas,otros,21,0.1,4.8,0,0,4.8,,0.01,19.6,0.071429,True,0.004762,0.228571,0,original,ok
Refresco de naranja Hacendado fresh gas,refresco de naranja hacendado fresh gas,otros,21,0.1,4.8,0,0,4.8,,0.01,19.6,0.071429,True,0.004762,0.228571,0,original,ok
Refresco de naranja Hacendado fresh gas,refresco de naranja hacendado fresh gas,otros,21,0.1,4.8,0,0,4.8,,0.01,19.6,0.071429,True,0.004762,0.228571,0,original,ok
Refresco de naranja Hacendado sin gas,refresco de naranja hacendado sin gas,otros,,,,,,,,,0,,,,,,original,missing_macros
Refresco de naranja Hacendado sin gas,refresco de naranja hacendado sin gas,otros,,,,,,,,,0,,,,,,original,missing_macros
Refresco de naranja Hacendado zero fresh gas,refresco de naranja hacendado zero fresh gas,otros,3.8,0.1,0.6,0,0,0.6,,0.03,2.8,0.357143,False,0.026316,0.157895,0,original,ok
Refresco de naranja Hacendado zero fresh gas,refresco de naranja hacendado zero fresh gas,otros,3.8,0.1,0.6,0,0,0.6,,0,2.8,0.357143,False,0.026316,0.157895,0,original,ok
Refresco de naranja Hacendado zero fresh gas,refresco de naranja hacendado zero fresh gas,otros,3.8,0.1,0.6,0,0,0.6,,0.03,2.8,0.357143,False,0.026316,0.157895,0,original,ok
Refresco de naranja Simon Life sin gas,refresco de naranja simon life sin gas,otros,20,0,4.8,0.1,0,4.8,,0.03,20.1,0.004975,True,0,0.24,0.005,original,ok
Refresco de naranja sin gas,refresco de naranja sin gas,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco fusión de frutas Hacendado cero sin gas,refresco fusión de frutas hacendado cero sin gas,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco lima limón Hacendado fresh gas,refresco lima limón hacendado fresh gas,otros,20,0,4.8,0,0,4.8,,0.04,19.2,0.041667,True,0,0.24,0,original,ok
Refresco lima limón Hacendado fresh gas,refresco lima limón hacendado fresh gas,otros,20,0,4.8,0,,,,0.04,19.2,0.041667,True,0,0.24,0,original,ok
Refresco lima limón Hacendado fresh gas,refresco lima limón hacendado fresh gas,otros,20,,4.8,0,0,4.8,,0.04,19.2,0.041667,True,0,0.24,0,original,ok
Refresco lima limón Hacendado zero azúcar fresh gas,refresco lima limón hacendado zero azúcar fresh gas,otros,1.3,0,0,0,0,0,,0.03,0,,,0,0,0,original,ok
Refresco lima limón Sprite,refresco lima limón sprite,otros,9,0,2,0,0,2,,0,8,0.125,True,0,0.222222,0,original,ok
Refresco lima limón Sprite,refresco lima limón sprite,otros,9,0,0,0,0,2,,0,0,,,0,0,0,original,ok
Refresco lima limón Sprite,refresco lima limón sprite,otros,19,0,4.4,0,,4.4,,0.04,17.6,0.079545,True,0,0.231579,0,original,ok
Refresco limón Schweppes original,refresco limón schweppes original,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco limón Schweppes original,refresco limón schweppes original,otros,19,0,4.4,0,0,4.3,,0.02,17.6,0.079545,True,0,0.231579,0,original,ok
Refresco piña-coco Hacendado cero sin gas,refresco piña-coco hacendado cero sin gas,otros,20,0.1,4.5,0,0,4.5,0,0.01,18.4,0.086957,True,0.005,0.225,0,original,ok
Refresco té sabor limón Fuze Tea,refresco té sabor limón fuze tea,otros,19,0,4.5,0,0,4.5,,0.075,18,0.055556,True,0,0.236842,0,original,ok
Refresco té sabor limón Fuze Tea,refresco té sabor limón fuze tea,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco té sabor limón Fuze Tea,refresco té sabor limón fuze tea,otros,19,0,4.5,0,0,4.5,0,0.03,18,0.055556,True,0,0.236842,0,original,ok
Refresco té sabor limón Hacendado,refresco té sabor limón hacendado,otros,19,0,4.5,0,0,4.5,,,18,0.055556,True,0,0.236842,0,original,ok
Refresco té sabor limón Hacendado,refresco té sabor limón hacendado,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco té sabor limón Hacendado,refresco té sabor limón hacendado,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco té sabor limón Hacendado para diluir,refresco té sabor limón hacendado para diluir,otros,2.2,0,0.52,0,0,0,0,0.01,2.08,0.057692,True,0,0.236364,0,original,ok
Refresco té sabor limón Hacendado zero,refresco té sabor limón hacendado zero,otros,2.9,0,0.1,0,0,0,0,0.09,0.4,6.25,False,0,0.034483,0,original,ok
Refresco té sabor mango Hacendado zero,refresco té sabor mango hacendado zero,otros,20.8,0,5,0,,4.9,,0,20,0.04,True,0,0.240385,0,original,ok
Refresco té sabor mango y piña Hacendado,refresco té sabor mango y piña hacendado,otros,20,0,4.8,0,0,4.8,,0.05,19.2,0.041667,True,0,0.24,0,original,ok
Refresco té sabor melocotón Hacendado,refresco té sabor melocotón hacendado,otros,21,0,4.8,0,0,4.7,,,19.2,0.09375,True,0,0.228571,0,original,ok
Refresco té sabor melocotón Hacendado para diluir,refresco té sabor melocotón hacendado para diluir,otros,2,0,0.5,0,0,0,0,0.01,2,0,True,0,0.25,0,original,ok
Refresco té sabor melocotón Hacendado zero,refresco té sabor melocotón hacendado zero,otros,1.8,0,0.1,0,0,0,,0.03,0.4,3.5,False,0,0.055556,0,original,ok
Refresco té verde Hacendado,refresco té verde hacendado,otros,20,0,4.9,0,0,0,0,0.3,19.6,0.020408,True,0,0.245,0,original,ok
